sentence1	sentence2	label
你们是根据什么评估的	怎么才能综合评估过关	0
你好、这个钱可不可以提现的？	借来的钱可以取出来吗	1
我的还清账单能提供吗	我说这一期的帐单.帐单.帐单	1
怎么获得优惠卷	如何领取微粒贷利息优惠券	1
不借了，验证电话不要打了。	你好，取消借款	1
开通100000元的需要哪些条件	不开放吗	0
提示身份信息填写错误次数过多，无法继续借钱，但是没填写错误啊，之前也没借过，如何解决！	补全身份	0
微粒贷如何开通	开通	1
可以做什么用处	介绍一下你是干嘛的	1
审核失败是啥意思	为何审核通过不了？	1
多久提额度	多久可以提高贷额度	1
我的微粒贷还款记录怎么不见了	我手机之前有微粒贷，但是换银行卡绑定就没有了，是什么原因	1
我开通了还能关掉不开吗？	我要关闭微粒贷帐户	1
为什么无法补全身份证号码	姓名及身份证号补不上	0
综合评分不足是为什么？	为何现在综合评分不够	1
今天有众享太平90吗？	众享太平90预告	0
怎么办理	亲。怎么开通的呢。	1
怎样换手机号绑定	微信更换手机号了，可以改绑吗	1
咨询电话是多少	你们客服电话号码发来	1
会不会危险	你好能收到我的信息吗	0
开通微粒	可以申请开通微粒贷吗	1
不是说有红包啊	不是有红包吗	1
分期了，可以一次性还清不	以前我都提前还清了一次借款	1
1000元扣多少利息啊	借款2000元，利息和本金如何支付？	1
不满足贷款要求	“您未满足微众银行审批要求”	1
怎样换手机号绑定	你好，请问可以变更绑定的电话号码吗	1
我填写资料错了怎么办	能否重新填写资料	1
为什么不能通过呢？我不明白你们的标准	不符合条件是什么情况	0
什么条件符合你们邀请的对象	咋样才会被邀请	1
为什么我账号没有额度	为什么没额度出现，是哪里不对？	1
记得好像有过页面，我鼓捣过，后来微粒页面又消失了	我的微粒贷怎么消失不见了	1
审核电话接不了，电话无法接通	手机坏了接不到电话	0
彻底取消微利贷	刚申请，电话还没接听呢，想取消。	0
1没有微粒贷	1:看不到微粒代图标	1
怎么还登陆不上？	无法登陆	1
借款后多久能接到银行电话	你好，请问申请了借款后，显示等待电话确认，是当天会来电吗？	0
怎么还款后就不能再借出来了	我还款正常，为什么不能借	1
一般要等几天	一般申请什么时候客服打电话	1
强烈要求开通范围	开通需要什么资格	0
我怎么开不了户啊	邮储银行与贵行没有互联互通嘛？怎么开不了户	0
怎樣申請微粒贷？	怎样申请微粒贷	1
我要是还清所有	卡内余额够但是不能提前还款	1
更换手机号	手机号码换了	1
为什么喔不通过	为什么发给我可以借钱了，可是没通过	1
有没有还款记录	查看借款还款记录	0
开通。需要你们的邀请才可以开通吗	#反馈#我想办理微粒贷	1
几时可以还款的吗	今天借20000明天还好多利息	0
审核电话要等多久	一般多长时间打电话来审核	1
为啥评估不通过我都用好长时间了	为何综合评分不够？又有微粒贷看到？	1
钱包怎么没微粒贷	我可以看见微粒袋，进去显示无法借钱	0
为什么我的流水这么大还没有额度	为什么我没额度显示	0
如何銷卡呢？	如果借款没有消费是不是就不用还款了	0
#开通微粒贷	为何不给开通	0
刚手机没在身边	不好意思，手机刚给挂断了	0
有限制	限制多少	1
我之前绑定的手机换了，	微粒贷微众信业的手机码的代码是多少	0
今天我把所有的欠款提前还清额度还会实时回复吗？	一次性还清可以继续借贷吗	1
我有笔借款麻烦帮我取消下	不可以取消借款吗	1
怎么没有邀请啊	申请借款	0
一次性还清么	这个能一次性还清吗？	1
为什么我开户老是失败	微粒贷为什么开不了	0
如何拿到还清贷款的证明？	你好，怎么能开结清证明	1
借款能提现不？	钱可以取出来吗	1
:怎么取消	取消微粒贷申请的借款	0
怎么没扣款呀	我一直余额充足，却未扣款	1
你们今天怎么不扣款啊，你们不扣款会不会影响我的征信，我是还了的啊，你们自己不扣	今天还没扣款成功，帮忙扣款一下	1
广东深圳这个号码是你们的吗	具体什么时候打电话，我现在就可以接听	0
邮政储蓄银行明细	开局交易明细证明	0
可全部提款吗？	能不能取现	1
微粒贷如何更换还款银行卡	那到底是在哪张银行卡扣款	0
现在怎么变更还款卡号？	第一次扣款失败，按短信提示后修改消费顺序，下一步如何还款？	0
不能更改电话号码	如何更改手机	1
你好，延期一天还款会影响个人信誉纪录吗	今天算逾期嘛？	0
最长什么时候还款	还款除了凌晨扣款之外还有其它时间吗	1
为什么有微粒贷却没有额度？	为什么我没有额度的呢	1
我怎么不能申请微粒贷	如何注册	0
服务号码	你电话号码是	1
微粒贷支持哪些银行	哦，我里面没有微粒贷那就是开通不了了吧	0
微粒代	开通	0
身份信息错误次数过多	无法验证身份	0
为什么我无法借贷？显示未满足条件呢	上面写的，我未满足微银审核要求，是为什么呢	1
优惠券在哪里领取	免息优惠卷	0
我想用微糕货	怎麼獲得這個借款資格	1
为什么我的邮储不了户	开户了	0
你好:我银行有钱怎么没扣款	0点自动扣除欠费，为什么还不扣	1
可以修改还款日不	3#还款日期不能修改	1
借钱	微粒贷自动还款	0
怎么修改还款方法	如何改还款账户	1
4:怎么计息	微粒代利息多少	1
什么时候会来电话	什么时候来电审核	1
为何不给开通	办理信用卡会不会查到我借款	0
三千日息是多少？	借1万元一天要多少利息	1
光大银行	我是邮政卡	1
为什么微粒显示可借款金额但无法操作	怎么没开	0
能出具还款证明吗	打还款凭证	0
我需要更换电话号码	手机绑定号码更改	1
求红包	如何才能领红包	1
我的剩余还款	下款必须通过支付宝吗？	0
微粒貸支持的銀行	微信零钱里可以直接扣款还卡吗	0
开通借款	我怎么开通不了微粒贷	1
还款银行怎么修改	如何更改信用卡还款？	1
你好零钱为什么不能还款？	5分钟到帐，是到银行卡上，还是到微信号上	0
不打电话我确认怎么办	一般多长时间内会电话确认	0
受邀了没额度是为什么	不能借款？	0
本来分10个月还的，我7天能全部还清吗？	是不是假如我借了23000一直要把23000还清了，然后再恢复23000对吗	0
借款后几时能收到银行的确认电话？	借款后多久能打电话	1
无法登陆	我在加拿大，为什么总登录不上呢	1
绑定银行卡不能解绑的吗	提现	0
我今天还款	支付宝怎么没人理？	0
得到邀请	你邀请我好不我想开通微粒贷	1
刚刚来电话没接到	我根本就没有接到任何电话！	1
如何申请	l开通	1
不是每个qq用户都有微粒贷吗	这个微粒贷，是不是QQ上那个	0
你好我刚才申请了一笔贷款我该咋样取消	你好借的款是只可以刷卡消费，还是可以取现用?	0
可以帮我开个结清证明吗？我这边房屋贷款需要这个证明	如何出具还款清单证明	0
一般申请借贷多长时间能到账？	请问什么时候可以开通微粒贷	0
微信号换了微粒贷就没有了？	微粒贷消失	1
开户银行卡绑定不了啊	为撒绑失败了	1
我借现金	能取现吗	1
6微粒贷申请	开通不借会影响个人征信吗	0
如何关闭微粒贷账户	预留手机号停用了怎么办	0
微粒贷选择的客户怎么会突然不见了呢	我进不了，我的微粒贷啊	0
你们这个利息是怎么算的	借了2500,还了五期，全额还清怎么算利息？	1
为什么我的还没有这个借钱功能	我的没有借钱的功能	1
电话号码可以更改吗	更换手机号	1
我现在提前还清借款是否还能借款	我如果提前还完了，还能马上继续申请吗？	1
一直也没有收到短信息	为何我还款了，今天却接到客服电话通知	0
为什么现在不能主动还款	请问怎么现在不能还款呢？	1
微粒贷提前结清后是否可以再次使用	七夕节能都有微粒贷免息优惠券相赠呀？好期待再次使用你们的产品啊	0
没有，我就是想取消借款	我是赖勇夫，取消借款，取消！	1
一次最高4万	一笔最多多少金额	1
刚才电话没听见	多久可以知道是否成功批准	0
我想咨询审批贷款什么时候通过？如果审批通过、资金何时到帐	请问微粒贷最高额度是多少？	0
1.看不到微粒贷图标	不是微粒货邀请的客人可以吗	0
成功开通借款，但目前还不需要如何取消	取消借款怎么操作	1
还款后不能再次借款吗？	还款进去了，就不能再取点出来了嘛	1
等待电话核实多长时间打？	为什么我贷款总是审核不通过	0
何时才可以贷款	什么时候可以向微粒袋借钱	1
本期帐单	账单发来	1
为什么看不到微粒贷的标志	QQ钱包在那里啊	0
我如果提前还清欠款后续如有需要可以继续借款吗	你好，我如果今天借款明天还要支付借款期限内的全部利息吗？	0
综合评分不足是为什么？	为我的是综合评分不足是什么意思	1
分期还款是怎么样还的	信用卡可以还款吗	0
20期还款提前还清	我提前还款为什么显示余额不足	0
你们的原因导致无法自动还款，农行的，怎么办	不自动扣款	1
怎么取消借贷	以前有微粒贷，关闭后还能再开吗	0
钱可以取现吗	提款	0
借款失败是怎么回事	借款失败后还能借款吗	0
开通了没额度有什么用啊	为什么一次只能贷4	0
成功开通借款，但目前还不需要如何取消	可以取消微粒贷款吗	1
一直没有接到借款电话	一直接不到电话；上午可能接打了几个电话	1
比如我贷款10000元，能否将钱从银行提现	现在能提现吗	1
一般借款后多久会打电话过来	一般贷款后，银行多久打电话确认	1
为满足银行审批要求是怎么回事	我的显示未达到微众银行的审批要求是怎么回事	1
卡中有钱，怎么扣款失败	借钱时提示身份信息输入错误次数过多无法借款是什么原因	0
一般审核通过要多久	一般多久才能确认到底通不通的过审核？	1
如果我借款，短期提前还完贷款，还会继续收我的利息吗？	如果提前还清所有钱	0
你好我借2500可以分几期还	你好，微粒贷是多长时间是一期啊？	0
